id,artist,review_ids
2223,elf power,"['18580', '14667', '11246', '2748', '2747', '2745', '2746']"
2224,eliane radigue,['13661']
2225,elijah & skilliam,['19348']
2226,eliot lipp,"['11938', '5002']"
2227,elisa ambrogio,['19991']
2228,elite gymnastics,"['16496', '15779']"
2229,elizabeth anka vajagic,['8526']
2230,elizabeth morris,['18546']
2231,elk city,"['14557', '2751', '2750']"
2232,ellen allien,"['17774', '15234', '14244', '13949', '11525', '11419', '10613', '415', '414', '11651', '411']"
2233,ellery eskelin,"['2832', '2833']"
2234,ellie goulding,"['21180', '17171', '13995']"
2235,elliott,['2753']
2236,elliott sharp,['22356']
2237,elliott smith,"['21410', '14819', '14070', '10208', '7270', '7267']"
2238,elliphant,"['21710', '19964', '17695']"
2239,elsa stansfield,['22195']
2240,elton dean & mark hewins,['2223']
2241,eltro,['2763']
2242,eluvium,"['22281', '18000', '15158', '13927', '9926', '9265', '2765', '2764']"
2243,elvis costello,"['18497', '13533', '13079', '11484', '11276', '10712', '9143', '1626', '11704', '1623', '1619', '1614', '1617']"
2244,elvis costello & the attractions,"['1621', '1615']"
2245,elvis depressedly,['20485']
2246,elvis perkins,['10092']
2247,elvis perkins in dearland,"['13609', '12823', '10092']"
2248,elvis presley,"['22213', '13762']"
2249,elysia crampton,"['22103', '20871']"
2250,elysian fields,['15695']
2251,elza soares,['22173']
2252,elzhi,['12187']
2253,ema,"['21336', '19208', '15386']"
2254,emanon,['2920']
2255,embarrassment,['2767']
2256,embrace,['2769']
2257,emc,['11259']
2258,emeli sand,['22610']
2259,emerald down,['2770']
2260,emeralds,"['17276', '14275']"
2261,emika,"['18193', '16114']"
2262,emilana torrini,['12188']
2263,emiliana torrini,['8286']
2264,emily haines & the soft skeleton,"['10452', '9429']"
2265,emily jane white,"['18797', '14209']"
2266,emily reo,['18551']
2267,eminem,"['18733', '14380', '13034', '2773', '2772', '2771']"
2268,emma pollock,"['14096', '10690']"
2269,emma ruth rundle,"['22492', '19241']"
2270,emmanuel jal,"['11454', '4364']"
2271,emmy the great,"['20219', '15565']"
2272,emmylou harris,['4019']
2273,emperor,['2889']
2274,emperor x,"['11736', '11735']"
2275,empire of the sun,"['18124', '12484']"
2276,empire state,['2777']
2277,empress of,['20976']
2278,empty flowers,['19042']
2279,emptymansions,['17904']
2280,en,['21233']
2281,enabler,['19378']
2282,endless boogie,"['17663', '14545', '11939']"
2283,endless bummer,['20172']
2284,endochine,['2910']
2285,enduser,"['2784', '2782', '2783']"
2286,engine down,"['2789', '2788']"
2287,engineers,['2929']
2288,ennio morricone,"['21369', '5570', '5569']"
2289,enon,"['10946', '10762', '2817', '2814', '2815', '2816']"
2290,ensemble,"['15456', '9632']"
2291,ensemble dal niente,['21806']
2292,ensemble double-up,['21674']
2293,ensemble pearl,['17680']
2294,enslaved,"['20315', '17147']"
2295,enter shikari,['11040']
2296,entrance,"['9159', '2911']"
2297,envelopes,['2939']
2298,envy,"['20712', '9496']"
2299,enya,['21237']
2300,eola,['22369']
2301,epmd,['12591']
2302,erase errata,"['20136', '9257', '2820', '2821', '2822']"
2303,erasure,['12884']
2304,erdem helvacioglu,['2048']
2305,eric b. & rakim,['11734']
2306,eric bachmann,"['21779', '9373', '517']"
2307,eric caboor,['20560']
2308,eric copeland,"['22088', '18254', '16799', '15616', '13303', '10502']"
2309,eric idle,['4060']
2310,eric malmberg,['5660']
2311,eric matthews,"['11216', '9391']"
2312,eric prydz,['21409']
2313,eric's trip,['2828']
2314,erick sermon,['7769']
2315,erik friedlander,"['10664', '3287']"
2316,erik sanko,['6997']
2317,erika spring,['16826']
2318,erkin koray,['15994']
2319,erland & the carnival,['15266']
2320,erlend ye,"['6079', '6078']"
2321,ernest gonzales,['16167']
2322,erykah badu,"['22045', '21319', '14095', '11562', '1083']"
2323,es,['13349']
2324,esben and the witch,"['17535', '16045', '15082']"
2325,escort,"['21273', '16165']"
2326,esg,['15040']
2327,eskimeaux,"['21697', '20434']"
2328,eskmo,"['20332', '14680']"
2329,esmerine,"['2909', '2908']"
2330,especia,['21621']
2331,esperanza spalding,['21575']
2332,espers,"['13642', '9008', '2900', '2899']"
2333,essaie pas,['21516']
2334,essential logic,['2892']
2335,esser,['13290']
2336,essie jain,"['15057', '12382', '10123']"
2337,estasy,['17416']
2338,estelle,"['20257', '16344', '11498']"
2339,ester drang,['2839']
2340,eszter balint,['1116']
2341,et sans,['2921']
2342,eternal summers,"['20658', '19062', '16772', '14962']"
2343,eternal tapestry,"['20236', '17293', '15657', '15352']"
2344,ethan gold,['15092']
2345,ethan rose,['10909']
2346,ethel,['16611']
2347,ethernet,"['17541', '13737']"
2348,etienne jaumet,['13874']
2349,etiquette,['20361']
2350,etran finatawa,"['18157', '11507']"
2351,etta james,['21797']
2352,eugene mcdaniels,['5180']
2353,eugene mcguinness,['13100']
2354,eugene mirman,"['13784', '9253']"
2355,eula,['20264']
2356,eulogies,"['15127', '13050', '10684']"
2357,euphone,"['2845', '2846', '2847']"
2358,euros childs,"['10568', '8974']"
2359,evan caminiti,['20698']
2360,evan voytas,['16215']
2361,evangelicals,"['11095', '8992']"
2362,evangelista,"['15995', '11360']"
2363,evergreen,['2898']
2364,everybody uh oh,['2853']
2365,everybody was in the french resistance...now!,['13895']
2366,everything but the girl,"['16759', '2856', '2855']"
2367,everything everything,"['20443', '17540', '14611']"
2368,evian christ,['19118']
2369,evoken,['16871']
2370,ewan pearson,"['13948', '11909']"
2371,ex cops,"['19741', '17502']"
2372,ex hex,['19891']
2373,ex models,['2864']
2374,ex reverie,['11565']
2375,ex-boyfriends,['2942']
2376,ex-cult,"['20108', '19251', '17458']"
2377,ex-girl,['2863']
2378,excepter,"['19911', '18725', '14844', '13929', '13581', '11323', '11638', '10433', '9278', '2915', '2914', '2913', '2912']"
2379,exhaust,['2870']
2380,exhumed,['18446']
2381,exile,"['14644', '2931']"
2382,exitmusic,['16643']
2383,expensive looks,['16185']
2384,experimental dental school,['11431']
2385,exploding star orchestra,"['15058', '9782']"
2386,explosion robinson,['2877']
2387,explosions in the sky,"['21686', '18317', '15327', '9916', '2882', '2881', '2880', '2879', '2878']"
2388,extra golden,"['12763', '10808', '9102']"
2389,eyeball skeleton,['2930']
2390,eyedea & abilities,"['2886', '2885']"
2391,eyehategod,['19381']
2392,eyeless in gaza,['12321']
2393,eyes adrift,['2887']
2394,eyvind kang,['16321']
2395,ez t,['2897']
2396,ezale,['22403']
2397,ezra furman,['20773']
2398,f ingers,['20909']
2399,f(x),['21285']
2400,f.s. blumm,"['827', '826']"
2401,fabolous,['18885']
2402,fabulous diamonds,"['17007', '14451', '12192']"
2403,facedowninshit,['3365']
2404,factory floor,"['22189', '18477']"
2405,failing lights,['14544']
2406,failure,['20692']
2407,fairmont,['11116']
2408,fairport convention,['11674']
2409,faith healer,['20371']
2410,faith no more,"['20606', '20339']"
2411,faithless,['2963']
2412,fake boyfriend,['21658']
2413,fake palms,['20972']
2414,false,['20699']
2415,faltydl,"['19611', '17556', '16020', '15243']"
2416,family band,['16853']
2417,family portrait,['15301']
2418,fan club orchestra,['2983']
2419,fan modine,['3331']
2420,fancey,"['11395', '3297']"
2421,fanfarlo,['16407']
2422,fang island,"['16852', '14011']"
2423,fannypack,"['3260', '3259']"
2424,fantastic plastic machine,['2985']
2425,fantmas,"['2990', '2989', '2988']"
2426,farao,['20957']
2427,faraquet,"['12665', '2992']"
2428,farben,['2993']
2429,fat jon the ample soul physician,['3004']
2430,fat ray & black milk,['11511']
2431,fat trel,['16482']
2432,fat white family,"['21436', '19630']"
2433,fat worm of error,['3367']
2434,fatal flying guilloteens,['11039']
2435,fatboy slim,"['14113', '9151', '3011', '3008', '3009', '3007']"
2436,father,"['21664', '20413']"
2437,father john misty,"['20131', '16597']"
2438,father yod and the source family,['16820']
2439,father's children,['15619']
2440,fatima,['19309']
2441,fatima al qadiri,"['21555', '19318', '17312', '16021']"
2442,fatoumata diawara,['15838']
2443,faultline,['3014']
2444,faun fables,"['15018', '3313']"
2445,faunts,['12701']
2446,faust,"['19921', '15150', '10728', '3019', '3015', '1582', '3018', '11738']"
2447,favourite sons,['9546']
2448,fc/kahuna,['3020']
2449,fe-mail,"['9634', '11745']"
2450,feadz,['19003']
2451,fear of men,"['21931', '19276']"
2452,feathers,['3364']
2453,feeding people,['17759']
2454,feedtime,['16368']
2455,feist,"['15878', '12501', '10178', '3315', '3314']"
2456,fela kuti,"['19772', '16562', '13660', '4547', '11769']"
2457,felicita,['19739']
2458,felipe + forte,['3346']
2459,felix,"['16593', '13637']"
2460,felix da housecat,"['13276', '10707', '3030', '3029']"
2461,felix k,['20229']
2462,felix kubin,['4582']
2463,felt,"['13752', '3349', '3261']"
2464,feltbattery,['10244']
2465,fembots,['3293']
2466,femi kuti,['4600']
2467,fenn o'berg,"['14833', '13998', '3031']"
2468,fennesz,"['22030', '21014', '19291', '16828', '16107', '15650', '12704', '12502', '10236', '9760', '3037', '6849', '3036', '3032', '6392', '3033', '3035']"
2469,fennesz daniell buck,['14568']
2470,feral,['22231']
2471,ferenc,['3342']
2472,fergus & geronimo,"['16903', '14968']"
2473,fern knight,['11930']
2474,ferraby lionheart,['10897']
2475,festival,['11535']
2476,fetty wap,"['22675', '21251', '21043']"
2477,feu thrse,['9066']
2478,fever ray,['12845']
2479,ffa coffi pawb,['3339']
2480,ffs,['20665']
2481,fhloston paradigm,['19499']
2482,fidlar,"['21063', '17559']"
2483,field music,"['21483', '17195', '16278', '13917', '9812', '3344']"
2484,field report,"['19757', '17103']"
2485,fields,"['10223', '9612']"
2486,fiend,['17969']
2487,fifth harmony,"['21932', '20253']"
2488,fifths of seven,['3341']
2489,fight amp,['11251']
2490,fight bite,['12672']
2491,fight the big bull,['14441']
2492,figurine,['3054']
2493,figurines,"['15358', '10556', '3363']"
2494,fila brazillia,['3055']
2495,filament,['3056']
2496,filastine,"['16573', '12796']"
2497,film school,"['14627', '10824', '3355']"
2498,fin fang foom,['3057']
2499,final conflict,['19236']
2500,final fantasy,"['12369', '3333', '3334']"
2501,finale,['13186']
2502,fingathing,['3320']
2503,fingers inc.,['21391']
2504,finishing school,['3289']
2505,fins,['18740']
2506,fiona apple,"['16732', '11639', '247']"
2507,fire engines,"['10809', '3361']"
2508,firehose,['16442']
2509,firesign theatre,['3068']
2510,firewater,"['3072', '3069']"
2511,fireworks,['19196']
2512,first aid kit,"['19342', '16205']"
2513,first nation,['9226']
2514,fis,['18734']
2515,fischerspooner,"['13013', '3074']"
2516,fka twigs,"['20985', '19590', '18590']"
2517,flaamingos,['18333']
2518,flake music,"['20024', '3079']"
2519,flamin' groovies,"['3286', '11744']"
2520,flanger,['11740']
2521,flash hawk parlor ensemble,['10371']
2522,flasher,['22619']
2523,flashy python,['13582']
2524,flat earth society,['3328']
2525,flatbush zombies,['21549']
2526,fleet foxes,"['15363', '11587', '11206']"
2527,fleetwood mac,"['22134', '21924', '17499']"
2528,flesh world,['20707']
2529,flicia atkinson,['20325']
2530,flickerstick,['3099']
2531,flight of the conchords,"['13570', '11439']"
2532,flim,"['3102', '3100', '3101']"
2533,flin flon,['3104']
2534,fllakzoid,"['20364', '18015']"
2535,flo morrissey,['20678']
2536,floating flower,['3106']
2537,floating points,"['22119', '21110', '16154']"
2538,flock of dimes,['22432']
2539,floor,['19162']
2540,floored by four,['14936']
2541,floorplan,['21996']
2542,florence and the machine,"['20605', '16480', '16004', '13372']"
2543,florene,['14334']
2544,florian fricke,['20242']
2545,florian hecker,"['17468', '8277']"
2546,florian kupfer,"['22175', '20860']"
2547,floris vanhoof,['18171']
2548,florist,['21445']
2549,flotation toy warning,['3345']
2550,flowers forever,['11105']
2551,flssin,['3322']
2552,fluke,['3114']
2553,flume,"['22687', '21921', '18798', '17484']"
2554,fly pan am,"['3121', '3120', '3118', '3119']"
2555,flying,['11490']
2556,flying canyon,['9501']
2557,flying lotus,"['19875', '17115', '14643', '14198', '13325', '12132', '9740']"
2558,flying luttenbachers,['3122']
2559,flying saucer attack,"['21587', '20667', '3124']"
2560,fm3,['3354']
2561,foals,"['20971', '17578', '16804', '14269', '11372']"
2562,foetus,"['18982', '15024', '3128']"
2563,fog,"['21852', '10948', '3132', '3131', '3130', '3129']"
2564,fol chen,"['17756', '14426', '13342']"
2565,fonica,['3262']
2566,fontanelle,['3144']
2567,foo fighters,"['21315', '19864', '15328', '13658', '10694', '10473', '9706', '3149', '3147']"
2568,food for animals,"['11134', '3300']"
2569,fool's gold,"['15731', '13494']"
2570,foot village,"['17836', '13388']"
2571,for against,['18980']
2572,for stars,"['3153', '3152']"
2573,forcefield,['3154']
2574,ford & lopatin,['15502']
2575,foreign born,"['13123', '10536', '3347']"
2576,foreign legion,['3294']
2577,forest fire,"['18554', '15925']"
2578,forest swords,"['18401', '15541', '14903', '14397']"
2579,forgotten tomb,['17382']
2580,forma,['17440']
2581,former ghosts,['14851']
2582,fort romeau,"['20244', '18483', '16381']"
2583,"forward, russia!","['12007', '9242']"
2584,foster the people,['15611']
2585,fountains of wayne,"['10047', '3163', '3160', '3161']"
2586,four tet,"['20729', '18968', '18649', '18050', '17681', '17093', '15830', '14509', '13861', '11505', '9450', '9147', '3169', '3168', '3166']"
2587,four volts,['3332']
2588,fourth of july,['10379']
2589,fovea hex,"['10623', '9251', '3362']"
2590,fox millions duo,['20800']
2591,foxes,['21521']
2592,foxes in fiction,"['19683', '14385']"
2593,foxing,['21191']
2594,foxygen,"['19769', '17552', '16869']"
2595,francis and the lights,"['22475', '18791']"
2596,franco & le tout puissant ok jazz,"['13820', '12735']"
2597,frank & tony,['20000']
2598,frank black,"['10394', '9130', '785', '784', '779']"
2599,frank black & the catholics,"['777', '783', '781']"
2600,frank fairfield,['15504']
2601,frank ocean,"['22295', '16859', '15172']"
2602,frank sinatra,"['13733', '9827']"
2603,frankie cosmos,"['21765', '21254', '19130']"
2604,frankie knuckles,['17455']
2605,frankie reyes,['22172']
2606,frankie rose,"['18512', '16304']"
2607,frankie rose and the outs,['14634']
2608,frankie sparo,"['7401', '7403', '7402']"
2609,franklin bruno,"['13639', '980']"
2610,franoise hardy,['21098']
2611,franz ferdinand,"['18429', '13086', '12609', '3280', '3279', '3278']"
2612,franz hautzinger,['2692']
2613,franz nicolay,['12670']
2614,frausdots,['3326']
2615,frazey ford,['14445']
2616,freakwater,"['21484', '3185', '3184', '3183']"
2617,fred anderson,['570']
2618,fred falke,['16100']
2619,fred frith,['3210']
2620,fred lonberg-holm,"['4835', '8578']"
2621,fred mcdowell,['15801']
2622,fred thomas,['20357']
2623,freddie gibbs,"['21274', '18930', '18272', '17235', '16024', '15599', '14499', '13466']"
2624,fredrik,"['15388', '13939']"
2625,free blood,['12657']
2626,free energy,"['17530', '14040']"
2627,free kitten,['11542']
2628,freedy johnston,"['13815', '4289']"
2629,freelance whales,['13955']
2630,freeman,['19506']
2631,freescha,['3263']
2632,freestyle fellowship,"['3190', '3189']"
2633,freeway,"['19743', '19250', '17299', '13930', '13190', '12633', '10928']"
2634,french kicks,"['12211', '9206', '3194', '3192', '3193']"
2635,french montana,"['22612', '21657', '21251', '20621', '18178', '17466', '16237']"
2636,french toast,"['10217', '3335']"
2637,frenemies,['3281']
2638,frida hyvnen,"['12414', '9541']"
2639,fridge,"['12854', '10349', '3199', '3198']"
2640,friend/enemy,['3200']
2641,friendly fires,"['15463', '12511']"
2642,friendly foes,['12780']
2643,friends,['16837']
2644,friends forever,['3264']
2645,friends of dean martinez,"['3206', '3205', '3202', '3203', '3204']"
2646,frightened rabbit,"['21679', '17574', '17097', '13983', '12293', '11351', '9715']"
2647,fripp & eno,"['12546', '11074', '3318']"
2648,fritz ostermayer,['6087']
2649,frog eyes,"['20876', '18632', '14172', '10167', '9193', '11743', '3267', '3266', '3265']"
2650,from indian lakes,['22377']
2651,from monument to masses,['3351']
2652,from quagmire,['3217']
2653,frost,['3277']
2654,fruit bats,"['15743', '13350', '3230', '3228', '3229']"
2655,fruit tree foundation,['15613']
2656,fuck,['3237']
2657,fuck buttons,"['18295', '13617', '11280']"
2658,fuck the facts,"['20790', '12392']"
2659,fucked up,"['20607', '19400', '16267', '15513', '13860', '12320', '9982']"
2660,fudge,['22335']
2661,fugazi,"['19907', '3243', '3242', '3240']"
2662,fugees,['22566']
2663,fugu,['3244']
2664,fujiya & miyagi,"['19264', '15013', '12209', '9372']"
2665,full of hell,"['21684', '19972']"
2666,fulton lights,['9992']
2667,function,['3368']
2668,fungi girls,['15799']
2669,funk factory,['22271']
2670,funkadelic,"['11739', '3089']"
2671,funki porcini,['3248']
2672,funkstrung,['3249']
2673,fursaxa,"['10182', '3343']"
2674,fury,['22264']
2675,future,"['22647', '22077', '21578', '21496', '21102', '20810', '20424', '20166', '19221', '17651', '16554', '16217', '16054']"
2676,future bible heroes,"['18337', '3253', '3252']"
2677,future brown,['20280']
2678,future clouds & radar,"['12478', '10331']"
2679,future death,['19368']
2680,future islands,"['19124', '15903', '14972', '14177']"
2681,future of the left,"['18683', '16602', '16025', '13115', '10698']"
2682,future pilot aka,"['9823', '3254']"
2683,futurebirds,['18034']
2684,fuzz,"['21124', '18570']"
2685,fyfe dangerfield,['14028']
2686,g herbo,['21153']
2687,g perico,['22486']
2688,g&d,['11073']
2689,g-dragon,['18569']
2690,g-eazy,"['21325', '19479']"
2691,g-man (aka gez varley),['3370']
2692,g-side,"['19413', '16053', '14976', '13812']"
2693,g.l.o.s.s.,['22050']
2694,g.o.o.d. music,['16994']
2695,gabi,['20409']
2696,gabriel kahane,['12350']
2697,gabriel saloman,['19877']
2698,gacha,['20440']
