id,artist,review_ids
6779,stina nordenstam,['5909']
6780,stone jack jones,"['20358', '4367']"
6781,stornoway,"['17859', '14528']"
6782,strand of oaks,"['19536', '14567']"
6783,strange wilds,['20806']
6784,strategy,"['20550', '11345', '10546']"
6785,stratford 4,"['7528', '7527']"
6786,street sweeper social club,['13239']
6787,strfkr,"['17712', '12419']"
6788,stricken city,"['15376', '13907']"
6789,stromba,['7821']
6790,strong arm steady,['13868']
6791,struck by lightning,['16531']
6792,stuart a. staples,['9041']
6793,stubborn heart,['17364']
6794,studio,"['11923', '9898']"
6795,studio 1,['12682']
6796,studio ost,['21625']
6797,stunt rock,['7837']
6798,sturgill simpson,"['21758', '19386']"
6799,stwo,['22190']
6800,styles p,['10962']
6801,styrofoam,"['12163', '7546', '7545']"
6802,suarasama,['12218']
6803,subarachnoid space,['7699']
6804,subrosa,"['22251', '18395']"
6805,subtitle,['7826']
6806,subtle,"['11510', '9488', '7779']"
6807,suckers,"['16526', '14346', '12947']"
6808,suede,"['21417', '17779', '15571', '15493', '14853', '7551']"
6809,suffocation,['13331']
6810,sufjan stevens,"['20218', '17320', '14738', '14618', '13593', '9644', '9195', '7514', '7513', '7512', '7510', '7511']"
6811,sugar,['16862']
6812,sui zhen,['22017']
6813,suicide,"['22039', '12080', '7558', '7557']"
6814,suicideyear,['19687']
6815,sumac,"['21889', '20225']"
6816,sumerlands,['22357']
6817,summer at shatter creek,"['7562', '7561']"
6818,summer camp,"['18469', '16069']"
6819,summer cannibals,['21700']
6820,summer hymns,"['9615', '7566', '7564', '7565', '7563']"
6821,summoning,['18092']
6822,sun airway,"['17113', '14780']"
6823,sun araw,"['22008', '19107', '17526', '17041', '16513', '15771', '15657', '14873', '14480']"
6824,sun city girls,"['21175', '14836', '11984', '11388', '11666', '7568']"
6825,sun kil moon,"['21339', '20693', '18860', '17960', '16674', '14430', '11672', '9958', '7723', '7722']"
6826,sun ra,"['22639', '22520', '22038']"
6827,sun ra and his arkestra,['19736']
6828,sunburned hand of the man,"['14059', '10748', '10268', '9466', '7572', '7571', '7570', '7569']"
6829,sunday's best,['7575']
6830,sunflower bean,['21471']
6831,sunn o))),"['21286', '18861', '16130', '13195', '12434', '10532', '7581', '7580', '7579', '7577', '7578']"
6832,sunn o))) & boris,['9563']
6833,sunny day real estate,"['22186', '13411', '7583']"
6834,sunny day sets fire,['12354']
6835,sunpath,['22082']
6836,sunroof!,"['7588', '7587', '7586']"
6837,sunset rubdown,"['13232', '10711', '7818', '7817', '7816']"
6838,suntanama,"['7595', '7594']"
6839,supa d & dj ma1,['14800']
6840,super furry animals,"['12935', '10616', '7605', '11835', '7606', '7604', '7603', '7600', '7598', '7601']"
6841,super madrigal brothers,['7612']
6842,super numeri,['7613']
6843,super wild horses,['14901']
6844,superchunk,"['19055', '18365', '15889', '14642', '12897', '12616', '7620', '7617', '7619', '7618']"
6845,superdrag,"['7621', '7622']"
6846,supergrass,"['11538', '7627', '7626', '7624']"
6847,supermayer,['10739']
6848,superpitcher,"['14617', '7754', '7753']"
6849,supersilent,"['22459', '20037', '14818', '13756', '10903', '7632', '7628']"
6850,supersystem,"['9343', '7810']"
6851,supreme cuts,"['18937', '16813']"
6852,surf city,"['18306', '15106', '12744']"
6853,surf friends,['14826']
6854,surface of eceon,"['7636', '7635']"
6855,surfer blood,"['20586', '18123', '15962', '13844']"
6856,surferosa,['7756']
6857,surgeon,"['21450', '20625', '15720']"
6858,survival,['18008']
6859,survival knife,['19243']
6860,susanna,"['21834', '19674', '12557']"
6861,susanna and the magical orchestra,"['9468', '7734']"
6862,susie ibarra trio,['4043']
6863,susumu yokota,"['9112', '8878', '8877', '8876', '8875', '8874']"
6864,sutekh,['7638']
6865,suuns,"['17671', '14770']"
6866,suuns and jerusalem in my heart,['20348']
6867,suzanne ciani,"['22300', '16284']"
6868,suzanne kraft,"['22535', '20776']"
6869,svarte greiner,"['14789', '12862', '9983']"
6870,swan island,['9476']
6871,swan lake,"['12839', '9652']"
6872,swans,"['21994', '21259', '20624', '19326', '18712', '16964', '16588', '14651', '7646', '7641']"
6873,sway,['9144']
6874,swayzak,"['7649', '7648']"
6875,swearin,"['18589', '17061']"
6876,swearing at motorists,"['7651', '7650']"
6877,sweep the leg johnny,['7655']
6878,sweet apple,['14067']
6879,sweet cobra,['20836']
6880,sweet john bloom,['20291']
6881,sweet valley,"['20283', '19279', '17334', '17000']"
6882,swell,['7662']
6883,swell maps,"['9169', '11838']"
6884,swervedriver,"['20178', '12846', '7667']"
6885,swet shop boys,['22391']
6886,swirlies,['7674']
6887,swizz beatz,['10606']
6888,swords,['7834']
6889,sybarite,['7677']
6890,sybris,"['12035', '7819']"
6891,syclops,['11951']
6892,syd barrett,"['569', '568']"
6893,syl johnson,['14822']
6894,sylvan esso,['19414']
6895,symmetry,['16148']
6896,syrinx,['22462']
6897,system of a down,['11839']
6898,sza,['19278']
6899,t-pain,['20438']
6900,t. hardy morris,['20715']
6901,t. raumschmiere,"['6696', '6694', '6695']"
6902,t. rex,"['11846', '11845', '7903']"
6903,t.i.,"['21075', '19939', '17525', '16174', '14923', '14343', '12279', '10397', '8319']"
6904,t.k. webb & the visions,['12124']
6905,t.o.k.,['8280']
6906,taa-pet,['7912']
6907,tabu ley rochereau,"['14907', '11650']"
6908,taco leg,['17423']
6909,tacocat,"['21594', '19049']"
6910,tadpoles,['7915']
6911,tahiti 80,"['15138', '8259']"
6912,takagi masakatsu,"['5128', '5127']"
6913,takako minekawa,"['19737', '18005', '5300', '5301', '5298']"
6914,takashi wada,['8779']
6915,taken by trees,"['17130', '13386', '10370']"
6916,takka takka,"['12049', '9575']"
6917,tal national,['20392']
6918,talbot tagora,['13172']
6919,talib kweli,"['21215', '17943', '15007', '10598', '4551', '4550', '4549']"
6920,talib kweli & hi-tek,['4548']
6921,talibam!,['10634']
6922,talk normal,"['17224', '13662']"
6923,talk talk,['15957']
6924,talkdemonic,"['12247', '8316']"
6925,talking heads,"['8267', '8266']"
6926,tall dwarfs,['11857']
6927,tall firs,"['17418', '11956']"
6928,tall ships,['17432']
6929,talwst,['16645']
6930,tam,['9247']
6931,tamaryn,"['20981', '17177', '14586']"
6932,tame impala,"['20578', '17131', '14279']"
6933,tami hart,['3750']
6934,tammar,['15831']
6935,tanakh,"['9942', '7929', '7928', '7927', '7926']"
6936,tangents,['22102']
6937,tangerine dream,"['7930', '11847']"
6938,tangiers,"['7936', '7935', '7934']"
6939,tanlines,"['20571', '16406', '14931', '14031']"
6940,tanya donelly,"['2418', '2417']"
6941,tanya morgan,['13456']
6942,tanya tagaq,['22324']
6943,tap tap,['9389']
6944,tape,"['7939', '7938', '7937']"
6945,tape deck mountain,"['18581', '13757']"
6946,tapes 'n tapes,"['14978', '11381', '8314']"
6947,tara jane o'neil,"['18918', '12987', '9724', '11794', '6002', '6005', '6003']"
6948,tara jane o'neil & daniel littleton,['6004']
6949,taragana pyjarama,"['18301', '16738']"
6950,tarantula a.d.,['8308']
6951,tarentel,"['11848', '7943', '7942']"
6952,tarkio,['8312']
6953,tarwater,"['10366', '7950', '7949']"
6954,tashi dorji,['19531']
6955,taso,['22725']
6956,tatsuya yoshida,['8906']
6957,taylor mcferrin,['19406']
6958,team ghost,"['17639', '14180']"
6959,team robespierre,['11389']
6960,team sleep,"['20907', '8293']"
6961,tearist,['15586']
6962,tearjerker,['20805']
6963,ted hearne,['21131']
6964,ted leo and the pharmacists,"['13992', '10018', '4741', '4740', '4739', '4738']"
6965,teddybears,['9467']
6966,teebs,"['19152', '16016', '14798']"
6967,teen,"['21466', '19227', '18197', '16967']"
6968,teen daze,"['20918', '16631', '14531']"
6969,teen idols,['7953']
6970,teen suicide,['21728']
6971,teenage fanclub,"['22287', '14267', '7957', '7956', '7954']"
6972,teenage jesus & the jerks,['21331']
6973,teenage jesus and beirut slump,['12239']
6974,teenage time killers,['20835']
6975,teengirl fantasy,"['18775', '16939', '14635']"
6976,tegan and sara,"['21952', '17597', '13644', '10476', '8285']"
6977,tei shi,['20522']
6978,teitanblood,['19232']
6979,telefon tel aviv,"['12611', '10088', '7963', '7962']"
6980,telekinesis,"['20837', '17748', '15103', '14893', '12882']"
6981,telepathe,"['12928', '12357']"
6982,television,['11853']
6983,television personalities,"['14302', '8975']"
6984,temples,['18955']
6985,tempo no tempo,['9969']
6986,tender trap,"['14401', '7971']"
6987,tenement,['20666']
6988,tenement halls,['8300']
6989,tennis,"['19788', '18713', '16252', '15020']"
6990,tenniscoats,['13463']
6991,tensnake,"['19000', '14965']"
6992,tera melos,['18107']
6993,terakaft,['12525']
6994,terius nash,['15792']
6995,terminal 4,['7974']
6996,terrace martin,['21767']
6997,terranova,['16273']
6998,terre thaemlitz,['8237']
6999,terrestre,['8268']
7000,terrestrial tones,"['8284', '11854', '8281']"
7001,terror at the opera,['8258']
7002,terror danjah,['17155']
7003,terry allen,"['22440', '21914']"
7004,terry callier,['1254']
7005,terry malts,"['18550', '16349']"
7006,terry reid,['21722']
7007,terry riley,"['22596', '22212']"
7008,tes,['7976']
7009,tessela,['19666']
7010,test icicles,"['11856', '8304']"
7011,tetuzi akiyama,['416']
7012,texas,['7978']
7013,th' legendary shack-shakers,['4979']
7014,thalia zedek,"['8946', '8945']"
7015,thalia zedek band,"['17737', '12017']"
7016,thank you,['11445']
7017,thao & mirah,['15366']
7018,thao & the get down stay down,"['21415', '17577']"
7019,thao with the get down stay down,"['13583', '11036']"
7020,the #1s,['19516']
7021,the '89 cubs,['2918']
7022,the (international) noise conspiracy,"['4112', '4110', '4111', '4109']"
7023,the 101'ers,['11834']
7024,the 1900s,"['15029', '11340']"
7025,the 1975,"['21412', '18467', '17062']"
7026,the 2 bears,['16224']
7027,the 6ths,['7214']
7028,the 7th plain,['22214']
7029,the a-sides,['11011']
7030,the acid,['19595']
7031,the acorn,"['14603', '11182']"
7032,the advantage,"['438', '437']"
7033,the advisory circle,"['20081', '15712']"
7034,the affair,['10199']
7035,the afghan whigs,"['19885', '19214', '10270']"
7036,the airborne toxic event,['12191']
7037,the aislers set,"['19823', '86', '85']"
7038,the album leaf,"['17960', '13901', '9423', '102', '101', '100']"
7039,the alchemist,"['20774', '18647', '18362', '16957', '13329']"
7040,the aliens,"['12514', '10020']"
7041,the almighty defenders,['13427']
7042,the aluminum group,['11186']
7043,the amazing,"['22144', '20095', '16842', '13882']"
7044,the amazing snakeheads,['19640']
7045,the angels of light,"['10533', '189', '188', '187', '186']"
7046,the anniversary,"['198', '199']"
7047,the anomoanon,"['205', '204', '203', '201', '200', '202']"
7048,the antlers,"['19453', '16860', '16057', '15411', '13196']"
7049,the apples in stereo,"['14148', '13402', '11361', '9843', '250', '254', '253', '256']"
7050,the appleseed cast,"['17919', '262', '259', '260']"
7051,the aquarium,['9762']
7052,the arcs,['21064']
7053,the armed,['20689']
7054,the art museums,['14025']
7055,the assemble head in sunburst sound,"['12903', '10027']"
7056,the athletes,['8913']
7057,the atlas moth,"['19444', '15936']"
7058,the austerity program,"['10705', '410']"
7059,the autumn defense,"['3993', '378']"
7060,the avalanches,"['22065', '385']"
7061,the avett brothers,"['21985', '17186', '13478', '12054', '10778']"
7062,the b-52's,['11319']
7063,the babies,"['17296', '15078']"
7064,the bad plus,"['19160', '1075', '1074']"
7065,the band,['1178']
7066,the baptist generals,['18235']
7067,the bark haze,['10098']
7068,the baseball project,['12067']
7069,the bats,"['16093', '13122', '1180']"
7070,the battles,['9525']
7071,the beach boys,"['22331', '16000', '11603', '10271', '9371', '11667', '11669', '11665']"
7072,the beatles,"['18752', '13432', '13429', '13431', '13430', '13408', '13433', '13434', '13435', '13436', '13443', '13419', '13421', '13422', '13424', '13428', '13425', '9669', '1096', '1094', '1093']"
7073,the beautiful new born children,['1189']
7074,the beets,"['15954', '14954']"
7075,the belle game,['18403']
7076,the berg sans nipple,"['15191', '9889']"
7077,the besnard lakes,"['21454', '17749', '13973', '10881', '9914']"
7078,the beta band,"['18603', '672', '671', '669', '667']"
7079,the bevis frond,"['686', '685', '683', '682', '684']"
7080,the big eyes family players,['9010']
7081,the big pink,"['21443', '16122', '14834', '13469']"
7082,the big sleep,"['11227', '9363']"
7083,the bird and the bee,"['12558', '9868']"
7084,the bitters,['14210']
7085,the black angels,"['19566', '17821', '14669', '11540', '9045']"
7086,the black dahlia murder,['1166']
7087,the black dog,"['20870', '10038']"
7088,the black ghosts,['10993']
7089,the black heart procession,"['15002', '13530', '9013', '765', '763', '762']"
7090,the black keys,"['19329', '16098', '14222', '11358', '9398', '9005', '767', '766']"
7091,the black neon,['9439']
7092,the black ryder,"['20234', '15110']"
7093,the black swans,"['17091', '15543', '14174', '10967', '1199']"
7094,the black twig pickers,['14820']
7095,the blithe sons,"['802', '801']"
7096,the blood brothers,"['9499', '9499', '9248', '809']"
7097,the bloodthirsty lovers,"['811', '810']"
7098,the blow,"['18585', '10024', '9495', '813', '812']"
7099,the blue jean committee,['21304']
7100,the blue van,['1158']
7101,the body,"['21684', '21631', '21201', '19970', '19180', '18630', '17970', '14512']"
7102,the body lovers/the body haters,['846']
7103,the boggs,"['10451', '847']"
7104,the books,"['17003', '14459', '857', '856', '855', '854']"
7105,the both,['19235']
7106,the botticellis,['11971']
7107,the boy least likely to,"['17986', '13332', '12787', '1157']"
7108,the bpa,['12619']
7109,the bravery,"['13727', '10263', '1154']"
7110,the breathing effect,['20482']
7111,the breeders,"['17942', '12974', '11367', '923']"
7112,the brian jonestown massacre,"['16563', '14009', '11478', '929', '928', '927']"
7113,the broken west,"['12313', '9834']"
7114,the brother kite,['9643']
7115,the brothers & sisters,['19077']
7116,the brunettes,"['13888', '10517']"
7117,the budos band,"['19815', '14535', '10593']"
7118,the bug,"['19742', '18062', '14877', '12000', '1086']"
7119,the builders and the butchers,['15194']
7120,the bummer road,['9106']
7121,the bundles,['14106']
7122,the busy signals,['11090']
7123,the byrds,"['12030', '9443', '1059', '1058']"
7124,the cairo gang,"['18332', '15163', '14088', '9171']"
7125,the cake sale,['11094']
7126,the cansecos,"['11024', '1753']"
7127,the capes,['1829']
7128,the capitol years,"['9369', '1297', '1296', '1295', '1294']"
7129,the capstan shafts,"['10784', '11899']"
7130,the cardigans,"['1306', '1305']"
7131,the caretaker,"['22470', '16220', '15518']"
7132,the caribbean,"['15143', '10732', '1310', '1309', '1308', '1307']"
7133,the cars,['1319']
7134,the cassettes,['1340']
7135,the cave singers,"['15130', '13416', '10695']"
7136,the chain gang of 1974,['15644']
7137,the chainsmokers,['22589']
7138,the chalets,['10067']
7139,the changes,['9447']
7140,the chap,"['16372', '14291', '11576']"
7141,the charlatans uk,"['11373', '1401']"
7142,the chemical brothers,"['20721', '16424', '15289', '14359', '12170', '10369', '1419', '1413', '1417', '1414', '1412', '1415']"
7143,the child of lov,['18155']
7144,the childballads,['12037']
7145,the chills,"['22247', '21055', '10553']"
7146,the chinese stars,"['1726', '1725']"
7147,the chris stamey experience,['7802']
7148,the church,"['20061', '13062']"
7149,the cinematic orchestra,"['16845', '11508', '10334', '1468', '1469', '1467']"
7150,the citizens,"['9333', '1779']"
7151,the clash,"['12322', '10313', '9640', '1490']"
7152,the claudia quintet,['14561']
7153,the clean,"['18352', '13423', '1494', '1493']"
7154,the clientele,"['19257', '14600', '13544', '12171', '10206', '1508', '1507', '1504']"
7155,the clips,['12276']
7156,the cloud room,['1723']
7157,the coathangers,"['19119', '15478', '12887']"
7158,the coctails,['1796']
7159,the comas,"['10104', '1771']"
7160,the concretes,"['14832', '10486', '1573', '1572', '1571']"
7161,the coneheads,['20701']
7162,the congos,"['17526', '16513']"
7163,the congos & friends,['8995']
7164,the constellations,['14382']
7165,the cool kids,"['15628', '14329', '13192', '11518']"
7166,the coral,"['14470', '10529', '1605', '11703', '1602']"
7167,the coup,"['17211', '9009', '1632', '1633']"
7168,the court & spark,"['9156', '1637', '1636', '1635']"
7169,the cramps,"['16202', '1659']"
7170,the crayon fields,"['13531', '10113']"
7171,the cribs,"['20287', '16567', '13709', '10438', '1816']"
7172,the crystal ark,['17340']
7173,the cure,"['16120', '14288', '12380', '11887', '11706', '1694']"
7174,the curious mystery,['13120']
7175,the curse of company,['12046']
7176,the curtains,"['9521', '1795']"
7177,the czars,"['1709', '1708']"
7178,the d,"['16128', '11519']"
7179,the damned,"['2155', '2154']"
7180,the dandy warhols,"['16529', '14587', '12100', '2164', '2162']"
7181,the dark romantics,['12153']
7182,the darkness,"['16937', '2525', '2524']"
7183,the db's,"['16800', '11718']"
7184,the dead 60s,['2614']
7185,the dead c,"['22320', '18449', '14753', '9833']"
7186,the dead science,"['12226', '10046', '2625']"
7187,the dead texan,['2585']
7188,the dead weather,"['21035', '14237', '13187']"
7189,the deadly snakes,"['2520', '2519']"
7190,the deadly syndrome,"['14071', '10753']"
7191,the dean ween group,['22452']
7192,the dears,"['15109', '12359', '9463', '2224']"
7193,the death set,"['15268', '11547']"
7194,the decemberists,"['21137', '20083', '16373', '15985', '15691', '15000', '12842', '12470', '9472', '2243', '2242', '2239', '2240', '2241']"
7195,the deep dark woods,['12879']
7196,the delfonics,['17811']
7197,the delgados,"['9287', '2269', '2268', '2266', '2267', '2265']"
7198,the delta mirror,"['18406', '14065']"
7199,the depreciation guild,"['14282', '11143']"
7200,the deslondes,['20565']
7201,the detroit cobras,"['10332', '2298']"
7202,the diableros,['9131']
7203,the dillinger escape plan,"['22540', '14201', '11156', '2315', '2314']"
7204,the diminisher,['9947']
7205,the dirtbombs,"['18605', '15066', '11173', '2532', '2531']"
7206,the dirty nil,['21452']
7207,the dismemberment plan,"['18637', '14979', '2340', '2339', '2336', '2338']"
7208,the dissociatives,['2602']
7209,the distillers,['2537']
7210,the districts,['20142']
7211,the divine comedy,"['14365', '9170', '2342', '2341']"
7212,the dodos,"['20060', '18384', '15173', '13446', '11268']"
7213,the dolls,['11723']
7214,the donkeys,"['15372', '12165']"
7215,the donnas,"['10726', '2422', '2420', '2419']"
7216,the doors,"['13721', '9691']"
7217,the doozer,['16245']
7218,the double,"['2553', '2552']"
7219,the downer trio,['6264']
7220,the drag city supersession,['2439']
7221,the dresden dolls,"['12010', '2453', '2452', '2451']"
7222,the drift,"['15913', '11486']"
7223,the drones,"['12836', '9613', '2627']"
7224,the drums,"['19850', '15807', '14333']"
7225,the dudley coroporation,['2610']
7226,the duke spirit,"['15960', '11177', '2613']"
7227,the dukes of stratosphear,"['12893', '2475']"
7228,the durutti column,['2490']
7229,the dutchess and the duke,"['13542', '12015']"
7230,the earlies,"['9783', '2907']"
7231,the early years,['9913']
7232,the edge of daybreak,['21013']
7233,the elected,"['15405', '2902', '2901']"
7234,the electronic anthology project,"['16598', '14584']"
7235,the embassy,['15812']
7236,the endtables,['14166']
7237,the entrance band,['13394']
7238,the essex green,"['2837', '2834', '2836']"
7239,the eternals,"['15213', '9925', '2842']"
7240,the evens,"['17328', '9567', '2917']"
7241,the ex,"['2862', '2861', '2860', '8116']"
7242,the ex & brass unbound,['18214']
7243,the exit strategy,['11226']
7244,the exploding hearts,"['9581', '2875']"
7245,the explorers club,['11485']
7246,the exposures,['2923']
7247,the extra lens,"['14751', '2884']"
7248,the faces,['9846']
7249,the faint,"['19186', '12073', '2952', '2949', '2950']"
7250,the fall,"['22033', '20639', '19899', '18816', '18044', '16081', '14202', '11965', '11905', '9987', '2980', '2979', '2978', '2977', '2976', '2975', '2971', '2967']"
7251,the fantmas melvins big band,['2987']
7252,the feelies,"['21666', '15313', '13403']"
7253,the felice brothers,"['19452', '15401', '11282']"
7254,the fever,['9044']
7255,the field,"['21628', '18538', '16873', '15790', '13142', '11051', '10022']"
7256,the field mice,['11748']
7257,the fiery furnaces,"['13220', '12122', '10756', '3275', '3274', '3273', '3272', '3271']"
7258,the figgs,['3052']
7259,the final solution,['12217']
7260,the finches,['10053']
7261,the finn brothers,['3330']
7262,the fire show,"['3060', '3062', '3061']"
7263,the fire theft,['3276']
7264,the firebird band,"['3064', '3063']"
7265,the fireman,['12465']
7266,the fix,['9420']
7267,the flaming lips,"['21279', '19862', '18677', '17804', '16522', '15286', '13836', '13522', '12515', '10437', '3088', '3086', '3087', '3085', '3083', '3081']"
7268,the flowers of hell,"['14479', '10362']"
7269,the focus group,['18069']
7270,the folk implosion,['3140']
7271,the for carnation,"['10396', '3151']"
7272,the foreign exchange,"['20945', '18531', '14781', '12630', '3321']"
7273,the forms,['10930']
7274,the foxymorons,['3353']
7275,the frames,"['9974', '3175', '3174', '3173', '3172']"
7276,the fratellis,"['12025', '10105']"
7277,the free design,"['11747', '11746']"
7278,the frequency,['3329']
7279,the fresh & onlys,"['19427', '16992', '15341', '14736', '13507']"
7280,the fucking am,['3323']
7281,the fucking champs,"['10157', '3238']"
7282,the future kings of england,['10505']
7283,the futureheads,"['14173', '11556', '3317', '3316']"
7284,the game,"['22089', '20903', '17469', '15759', '12123', '9620', '3663']"
7285,the gaslamp killer,"['22428', '17038', '14768']"
7286,the gaslight anthem,"['19585', '16856', '14355', '12454']"
7287,the gersch,['9153']
7288,the get up kids,"['15010', '3432', '3433', '3430', '3431']"
7289,the ghost,['3442']
7290,the girls,['3639']
7291,the glass,['10787']
7292,the glass gypsies,['1580']
7293,the glimmers,['3673']
7294,the go,['10547']
7295,the go! team,"['20252', '15048', '10649', '9047', '3656', '3655', '3654']"
7296,the go-betweens,"['19958', '3480', '3479', '3476', '3475']"
7297,the golden filter,['14143']
7298,the good life,"['20897', '10648', '3646', '3645']"
7299,"the good, the bad & the queen",['9778']
7300,the goon sax,['21692']
7301,the gories,['18877']
7302,the goslings,['11609']
7303,the gothic archies,['9671']
7304,the gotobeds,['22005']
7305,the gourds,"['12587', '10435']"
7306,the grates,['9367']
7307,the graves,['3657']
7308,the greenhornes,['3684']
7309,the grifters,['22228']
7310,the gris gris,"['3659', '3658']"
7311,the guild league,['3660']
7312,the gutter twins,"['12160', '11235']"
7313,the handsome family,"['12878', '9135', '3729', '3727', '3726']"
7314,the happy hollows,['13724']
7315,the haxan cloak,['17732']
7316,the head and the heart,['15314']
7317,the heartbreakers,['17326']
7318,the helio sequence,"['17024', '11390', '3805', '3804']"
7319,the heliocentrics,"['17962', '10842']"
7320,the henry clay people,['14481']
7321,the herbaliser,"['11613', '3831', '3830']"
7322,the hidden cameras,"['13488', '9386', '3854', '3853']"
7323,the high llamas,"['21458', '15354', '9887', '3862', '3857', '3861', '3855']"
7324,the high strung,['10528']
7325,the history of apple pie,"['19748', '17569']"
7326,the hives,"['16703', '10904', '3892', '3891', '3890']"
7327,the hold steady,"['19122', '14196', '12895', '11987', '10136', '9474', '3977', '3976']"
7328,the holy ghost,['3911']
7329,the homosexuals,"['3975', '3974']"
7330,the honeydrips,['10958']
7331,the hood internet,['17040']
7332,the horrors,"['19315', '15645', '12998', '9572']"
7333,the horse's ha,"['18374', '13274']"
7334,the hospitals,['4024']
7335,the host,['16412']
7336,the hotelier,"['21675', '20322', '18963']"
7337,the hotrats,['13817']
7338,the house of love,['13853']
7339,the howling hex,"['17629', '16200', '12302', '10567', '4002', '4004', '4003']"
7340,the howling wind,"['18462', '16999']"
7341,the hundred in the hands,"['16729', '14670']"
7342,the impossible shapes,"['4088', '4087', '11759', '4084']"
7343,the imposters,"['11704', '1619']"
7344,the in out,['4090']
7345,the infadels,['4169']
7346,the infesticons,['14154']
7347,the innocence mission,"['10205', '4104']"
7348,the innocent criminals,['3748']
7349,the instruments,['4106']
7350,the insurrections,['3288']
7351,the intelligence,"['16739', '14689', '13021', '11018']"
7352,the internet,"['20783', '18567', '16145']"
7353,the isles,['9600']
7354,the isley brothers,['20989']
7355,the jacka,"['20844', '20045', '19743']"
7356,the jam,['11898']
7357,the jayhawks,"['14940', '14248', '13257', '4222', '4221']"
7358,the jealous girlfriends,['12104']
7359,the jealous sound,['4334']
7360,the jesus and mary chain,"['12278', '11882']"
7361,the jesus lizard,"['13636', '4246']"
7362,the jet age,"['11174', '9685']"
7363,the jet age of tomorrow,['18166']
7364,the jim yoshii pile-up,"['4258', '8822', '4257', '4256']"
7365,the joggers,"['8979', '4335']"
7366,the john lurie national orchestra,['18865']
7367,the jon spencer blues explosion,"['20243', '17056', '14763', '14575', '14235', '14038', '10884', '4292', '4291']"
7368,the joy formidable,"['21550', '17550', '15160', '14170']"
7369,the juan maclean,"['19767', '16001', '14165', '12853', '4360']"
7370,the juliana hatfield three,['20180']
7371,the julie ruin,"['22073', '18415']"
7372,the kallikak family,['4601']
7373,the killers,"['18699', '12505', '10937', '9484', '4579']"
7374,the kills,"['21962', '15288', '11302', '4427', '4426', '4425', '4424']"
7375,the king khan & bbq show,"['20232', '13484']"
7376,the king khan experience,['15980']
7377,the kingdom,['9345']
7378,the kinks,"['16161', '12554', '4458', '4457', '4459']"
7379,the kissaway trail,['14057']
7380,the kitchen cinq,['20992']
7381,the knife,"['19465', '17847', '14955', '13974', '10439', '11891', '4590', '4589']"
7382,the knux,['12458']
7383,the kooks,"['11401', '4605']"
7384,the la's,"['14319', '9884']"
7385,the ladies,['5003']
7386,the ladybug transistor,"['15491', '10304', '4629', '4627', '4628']"
7387,the last shadow puppets,"['21596', '12495', '11433']"
7388,the last town chorus,['10057']
7389,the late b.p. helium,['4977']
7390,the legendary pink dots,"['12349', '4723', '4722']"
7391,the legends,"['13176', '9211', '4971']"
7392,the lemonheads,"['16298', '13117', '11324', '9455']"
7393,the libertines,"['20881', '10959', '4772', '4771', '4770', '4769']"
7394,the life and times,"['12978', '4987']"
7395,the life force trio,['9342']
7396,the like,['4993']
7397,the like young,"['9110', '4966']"
7398,the lines,"['12804', '12074']"
7399,the little ones,['9368']
7400,the lk,['11225']
7401,the locust,"['16935', '4825', '4822', '4824']"
7402,the lodger,['12114']
7403,the lonely island,"['18169', '15443', '12690']"
7404,the long blondes,"['12326', '11387', '9771']"
7405,the long winters,"['9258', '4844', '4843']"
7406,the longcut,['9188']
7407,the lord dog bird,['12144']
7408,the lost patrol band,['4992']
7409,the louvin brothers,['15972']
7410,the love language,"['18294', '14464', '12850']"
7411,the lovely feathers,['5005']
7412,the lovely sparrows,['12268']
7413,the lovetones,['10472']
7414,the low anthem,['15319']
7415,the low lows,['9483']
7416,the lox,['22724']
7417,the lucksmiths,"['18842', '12442', '10939', '4909', '4908', '4907', '4906']"
7418,the luyas,"['17336', '15154']"
7419,the m's,"['11593', '5677']"
7420,the mabuses,['10661']
7421,the maccabees,"['16279', '10355']"
7422,the mae shi,"['11147', '5600', '5599']"
7423,the magic band,['5032']
7424,the magic numbers,"['14477', '10469', '5648']"
7425,the magnetic fields,"['16360', '13876', '11049', '5039', '5041']"
7426,the manhattan love suicides,"['12476', '9732']"
7427,the mantles,"['21032', '18115', '13796']"
7428,the mars volta,"['13308', '11115', '9406', '5119', '5118', '5117', '5116']"
7429,the mary onettes,"['13657', '10196']"
7430,the mary timony band,"['10499', '8067']"
7431,the matthew herbert big band,"['12417', '3833']"
7432,the mayfair set,['13799']
7433,the melting paraiso u.f.o.,['9352']
7434,the memories,"['18258', '16880']"
7435,the memory band,['9886']
7436,the men,"['22519', '18971', '18609', '17668', '16295', '15629']"
7437,the mendoza line,"['11907', '5228', '5225', '5223', '5226', '5227']"
7438,the merediths,['5644']
7439,the mescaleros,['7540']
7440,the method actors,['14033']
7441,the microphones,"['22695', '11352', '5272', '5267', '5266', '5271', '5269', '5268']"
7442,the mighty underdogs,['12353']
7443,the minders,"['9279', '5295', '5296']"
7444,the minus 5,"['13244', '5321', '5320', '5319', '5318']"
7445,the mississippi sheiks,['17727']
7446,the modern lovers,['10645']
7447,the moldy peaches,"['5381', '5382']"
7448,the mole,['12101']
7449,the moles,['19247']
7450,the monks,['12905']
7451,the monochrome set,['21537']
7452,the moondoggies,"['14650', '12066']"
